sentence	option1	option2
I did not trust the plane and jumped with my parachute as the _ was full of holes.	plane	parachute
Jill was on a budget. Instead of steaks, she got sweet potatoes to eat because the _ are expensive.	sweet potatoes	steaks
Jill was on a budget. Instead of steaks, she got sweet potatoes to eat because the _ are cheap.	sweet potatoes	steaks
The Olympic had more popularity than the world cup, because the _ were limited in sport types.	olympic	world cup
The Olympic had more popularity than the world cup, because the _ were variant in sport types.	olympic	world cup
In the heat of the moment, Mary smashed the clay bowl Kayla had sculpted. Afterward, _ felt bullied.	Mary	Kayla
In the heat of the moment, Mary smashed the clay bowl Kayla had sculpted. Afterward, _ felt ashamed.	Mary	Kayla
The pot on james table fell on the floor and broke because the _ is fragile.	pot	floor
The pot on james table fell on the floor and broke because the _ is hard.	pot	floor
Alice put her ingredients into the instant pot and turned it on, and she was surprised that the _ helped them cook so quickly.	instant pot	ingredients
Alice put her ingredients into the instant pot and turned it on, and she was surprised that the instant pot helped the _ cook so quickly.	instant pot	ingredients
Christine made a compliment to Jennifer because _ was disappointed with how the potatoes turned out.	Christine	Jennifer
Christine made a compliment to Jennifer because _ was pleased with how the potatoes turned out.	Christine	Jennifer
I wanted some coffee and realized she hid it in the pantry or above the fridge.  I checked above the _ .	fridge	pantry
I wanted some coffee and realized she hid it in the pantry or above the fridge.  I checked behind stuff in the _ .	fridge	pantry
Megan successfully lost their love handles but Betty didn't, because _ hired a personal trainer.	Megan	Betty
Megan successfully lost their love handles but Betty didn't, because _ didn't hire a personal trainer.	Megan	Betty
In the garden, the tomatoes grew faster than the potatoes due to the _ having impotent dirt.	tomatoes	potatoes
In the garden, the tomatoes grew faster than the potatoes due to the _ having fertilized dirt.	tomatoes	potatoes
The garbage can created an obstruction, but the recycle bin was not a problem, because the _ was out of the way of the bicycle.	garbage can	recycle bin
The garbage can created an obstruction, but the recycle bin was not a problem, because the _ was in the way of the bicycle.	garbage can	recycle bin
Betty had to potty train Cynthia in order to enroll them in preschool, because _ was the parent.	Betty	Cynthia
Betty had to potty train Cynthia in order to enroll them in preschool, because _ was a toddler.	Betty	Cynthia
I got some new tools for work, but they didn't fir in my toolboxes because the _ were too weak.	tools	toolboxes
I got some new tools for work, but they didn't fir in my toolboxes because the _ were too heavy.	tools	toolboxes
Randy always keeps their car spotless while Leslie leaves litters around as _ is very sloppy.	Randy	Leslie
Randy always keeps their car spotless while Leslie leaves litters around as _ is very neat.	Randy	Leslie
The woman scooped yogurt from the container into the bowl, until the _ was filled.	container	bowl
The woman scooped yogurt from the container into the bowl, until the _ was depleated.	container	bowl
After the accident, Eric remained calm while Benjamin was panicking because _ was a nervous individual.	Eric	Benjamin
After the accident, Eric remained calm while Benjamin was panicking because _ was a calm individual.	Eric	Benjamin
The cat approached the worn food bowl very slowly because of its trust issues with the new owners. The _ is new.	bowl	food
The cat approached the worn food bowl very slowly because of its trust issues with the new owners. The _ is old.	bowl	food
The pastry chef took biscuits out of the oven and put them into a basket until the _ was full.	oven	basket
The pastry chef took biscuits out of the oven and put them into a basket until the _ was empty.	oven	basket
The juice gotten from the lemon fruit could hardly fill a bottle cap. That is because the _ is small.	cap	juice
The juice gotten from the lemon fruit could hardly fill a bottle cap. That is because the _ is big.	cap	juice
Felicia helped Christine unscrew a watch because _ owned a toolbox that included a small screwdriver.	Felicia	Christine
Felicia helped Christine unscrew a watch because _ did not own a toolbox that included a small screwdriver.	Felicia	Christine
Robert poured the entire cup of water into the pan on the stove until the _ was empty.	cup	pan
Robert poured the entire cup of water into the pan on the stove until the _ was full.	cup	pan
Most of the potluck food looked good, but the meatloaf looked worse than the corn because the _ looked fresh.	meatloaf	corn
Most of the potluck food looked good, but the meatloaf looked worse than the corn because the _ looked scorched.	meatloaf	corn
The lady hated bowling a lot more than basketball because the lady thought the _ was boring.	bowling	basketball
The lady hated bowling a lot more than basketball because the lady thought the _ was fun.	bowling	basketball
I need to plant plants but I need to move the dirt from the hole to the pot. I move the dirt until the _ is empty.	hole	pot
I need to plant plants but I need to move the dirt from the hole to the pot. I move the dirt until the _ is full.	hole	pot
The woman bought a pot and a tulip. The woman added the _ to the pot, and put in dirt.	tulip	pot
The woman bought a pot and a tulip. The woman added the tulip to the _ , and put in dirt.	tulip	pot
Kai cleaned his ceramic pot with a steel wool to get rid of a piece of food stuck but the _ was too fragile, it got scratched.	pot	steel wool
Kai cleaned his ceramic pot with a steel wool to get rid of a piece of food stuck but the _ was too coarse, it got scratched.	pot	steel wool
The cook looked for a bowl to put the soup dish in instead of a plate, because the _ was deep enough to hold the liquid.	bowl	plate
The cook looked for a bowl to put the soup dish n instead of a plate, because the _ was shallow and couldn't hold the liquid.	bowl	plate
The used a box instead of the trap to catch the mouse because the _ was more inhumane.	box	trap
The used a box instead of the trap to catch the mouse because the _ was more humane.	box	trap
Shane poured the entire bowl of red potatoes into the hot pan on the stove until the _ was empty.	bowl	pan
Shane poured the entire bowl of red potatoes into the hot pan on the stove until the _ was full.	bowl	pan
The box would not fit through the door in my house, because the _ was too narrow.	box	door
The box would not fit through the door in my house, because the _ was too wide.	box	door
Tony squeezed lubricant from the tube into a bowl on the counter until the _ was filled up.	bowl	tube
Tony squeezed lubricant from the tube into a bowl on the counter until the _ was emptied out.	bowl	tube
Christine was working online on the computer that Mary dropped a bowling ball onto. _  used the computer.	Christine	Mary
Christine was working online on the computer that Mary dropped a bowling ball onto. _  broke the computer.	Christine	Mary
The bartender poured alcohol from the container into the glass until the _ was empty.	container	glass
The bartender poured alcohol from the container into the glass until the _ was full.	container	glass
The restaurant doors were too full of hungry women arriving for dinner despite unused extra rooms, so the manager locked the _ .	doors	rooms
The restaurant doors were too full of hungry women arriving for dinner despite unused extra rooms, so the manager opened the _ .	doors	rooms
